Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, HL7, PATIENT CARE ANALYTICS",28,26,2026-05-16T19:22:45.509325+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, EPIC SYSTEMS, TELEHEALTH ADMIN",24,20,2026-05-16T19:22:45.509362+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, DIGITAL HEALTH RECORDS, EPIC SYSTEMS",28,12,2026-05-16T19:22:45.509403+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, CLINICAL DATA, HIPAA COMPLIANCE",24,28,2026-05-16T19:22:45.509440+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Northwest Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, CLINICAL DATA, EPIC SYSTEMS",22,15,2026-05-16T19:22:45.509489+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, HIPAA COMPLIANCE, PATIENT CARE ANALYTICS",22,8,2026-05-16T19:22:45.509530+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, TELEHEALTH ADMIN, DIGITAL HEALTH RECORDS",25,28,2026-05-16T19:22:45.509571+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, HIPAA COMPLIANCE, CLINICAL DATA",26,23,2026-05-16T19:22:45.509608+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, EPIC SYSTEMS, PATIENT CARE ANALYTICS",33,20,2026-05-16T19:22:45.509649+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, FHIR API, PATIENT CARE ANALYTICS",27,14,2026-05-16T19:22:45.509687+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, CLINICAL DATA, DIGITAL HEALTH RECORDS",27,25,2026-05-16T19:22:45.509728+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, FHIR API, HIPAA COMPLIANCE",27,26,2026-05-16T19:22:45.509766+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, PATIENT CARE ANALYTICS, DIGITAL HEALTH RECORDS",22,22,2026-05-16T19:22:45.509816+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, HIPAA COMPLIANCE, FHIR API",28,17,2026-05-16T19:22:45.509854+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, FHIR API, CLINICAL DATA",27,18,2026-05-16T19:22:45.509895+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, TELEHEALTH ADMIN, FHIR API",25,20,2026-05-16T19:22:45.509932+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, HIPAA COMPLIANCE, PATIENT CARE ANALYTICS",27,16,2026-05-16T19:22:45.509973+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, PATIENT CARE ANALYTICS, DIGITAL HEALTH RECORDS",18,16,2026-05-16T19:22:45.510014+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, FHIR API, PATIENT CARE ANALYTICS",35,15,2026-05-16T19:22:45.510071+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, HL7, TELEHEALTH ADMIN",20,10,2026-05-16T19:22:45.510110+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, EPIC SYSTEMS, HIPAA COMPLIANCE",20,15,2026-05-16T19:22:45.510155+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, PATIENT CARE ANALYTICS, FHIR API",34,21,2026-05-16T19:22:45.510194+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, DIGITAL HEALTH RECORDS, CLINICAL DATA",17,26,2026-05-16T19:22:45.510235+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, HL7, EPIC SYSTEMS",21,26,2026-05-16T19:22:45.510279+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, PATIENT CARE ANALYTICS, DIGITAL HEALTH RECORDS",25,11,2026-05-16T19:22:45.510320+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, HL7, HIPAA COMPLIANCE",23,26,2026-05-16T19:22:45.510358+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Northwest Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, HIPAA COMPLIANCE, HL7",26,11,2026-05-16T19:22:45.510399+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, DIGITAL HEALTH RECORDS, PATIENT CARE ANALYTICS",15,8,2026-05-16T19:22:45.510440+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, FHIR API, EPIC SYSTEMS",32,10,2026-05-16T19:22:45.510491+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, TELEHEALTH ADMIN, PATIENT CARE ANALYTICS",34,15,2026-05-16T19:22:45.510535+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, PATIENT CARE ANALYTICS, DIGITAL HEALTH RECORDS",20,24,2026-05-16T19:22:45.510581+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, HL7, DIGITAL HEALTH RECORDS",31,17,2026-05-16T19:22:45.510619+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, CLINICAL DATA, TELEHEALTH ADMIN",31,28,2026-05-16T19:22:45.510662+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, CLINICAL DATA, PATIENT CARE ANALYTICS",16,14,2026-05-16T19:22:45.510810+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, PATIENT CARE ANALYTICS, TELEHEALTH ADMIN",26,11,2026-05-16T19:22:45.510879+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, DIGITAL HEALTH RECORDS, PATIENT CARE ANALYTICS",34,8,2026-05-16T19:22:45.510942+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, HIPAA COMPLIANCE, CLINICAL DATA",30,10,2026-05-16T19:22:45.511008+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, FHIR API, CLINICAL DATA",18,18,2026-05-16T19:22:45.511067+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, DIGITAL HEALTH RECORDS, TELEHEALTH ADMIN",16,24,2026-05-16T19:22:45.511131+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, HIPAA COMPLIANCE, CLINICAL DATA",18,8,2026-05-16T19:22:45.511186+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, TELEHEALTH ADMIN, HL7",17,25,2026-05-16T19:22:45.511232+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, EPIC SYSTEMS, HIPAA COMPLIANCE",20,10,2026-05-16T19:22:45.511271+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Northwest Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, CLINICAL DATA, HL7",21,15,2026-05-16T19:22:45.511313+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, PATIENT CARE ANALYTICS, CLINICAL DATA",18,25,2026-05-16T19:22:45.511353+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Northwest Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, EPIC SYSTEMS, PATIENT CARE ANALYTICS",20,21,2026-05-16T19:22:45.511394+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, FHIR API, DIGITAL HEALTH RECORDS",33,25,2026-05-16T19:22:45.511432+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, PATIENT CARE ANALYTICS, FHIR API",32,16,2026-05-16T19:22:45.511484+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, CLINICAL DATA, FHIR API",17,26,2026-05-16T19:22:45.511523+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, FHIR API, PATIENT CARE ANALYTICS",28,10,2026-05-16T19:22:45.511565+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, FHIR API, HIPAA COMPLIANCE",19,23,2026-05-16T19:22:45.511603+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, HL7, EPIC SYSTEMS",26,23,2026-05-16T19:22:45.511647+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, EPIC SYSTEMS, CLINICAL DATA",27,10,2026-05-16T19:22:45.511689+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, HIPAA COMPLIANCE, HL7",20,19,2026-05-16T19:22:45.511736+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, HL7, CLINICAL DATA",28,17,2026-05-16T19:22:45.511777+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, DIGITAL HEALTH RECORDS, PATIENT CARE ANALYTICS",15,26,2026-05-16T19:22:45.511851+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, PATIENT CARE ANALYTICS, CLINICAL DATA",24,24,2026-05-16T19:22:45.511892+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, HL7, FHIR API",17,8,2026-05-16T19:22:45.511934+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, TELEHEALTH ADMIN, FHIR API",32,23,2026-05-16T19:22:45.511975+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, HL7, FHIR API",19,19,2026-05-16T19:22:45.512017+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, CLINICAL DATA, HIPAA COMPLIANCE",30,27,2026-05-16T19:22:45.512058+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, PATIENT CARE ANALYTICS, EPIC SYSTEMS",24,17,2026-05-16T19:22:45.512102+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, HL7, EPIC SYSTEMS",31,28,2026-05-16T19:22:45.512141+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, DIGITAL HEALTH RECORDS, FHIR API",32,28,2026-05-16T19:22:45.512190+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, HIPAA COMPLIANCE, PATIENT CARE ANALYTICS",26,12,2026-05-16T19:22:45.512228+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, FHIR API, DIGITAL HEALTH RECORDS",23,25,2026-05-16T19:22:45.512269+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Patient care analytics Platforms, Cloud Infrastructure Services","PATIENT CARE ANALYTICS, HL7, CLINICAL DATA",29,20,2026-05-16T19:22:45.512307+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, TELEHEALTH ADMIN, CLINICAL DATA",15,10,2026-05-16T19:22:45.512348+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, TELEHEALTH ADMIN, PATIENT CARE ANALYTICS",34,27,2026-05-16T19:22:45.512388+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, DIGITAL HEALTH RECORDS, PATIENT CARE ANALYTICS",20,15,2026-05-16T19:22:45.512429+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, FHIR API, DIGITAL HEALTH RECORDS",35,13,2026-05-16T19:22:45.512477+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, HL7, TELEHEALTH ADMIN",30,27,2026-05-16T19:22:45.512519+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",West Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, FHIR API, CLINICAL DATA",26,17,2026-05-16T19:22:45.512557+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Clinical data Platforms, Cloud Infrastructure Services","CLINICAL DATA, DIGITAL HEALTH RECORDS, TELEHEALTH ADMIN",33,26,2026-05-16T19:22:45.512602+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Upper Peninsula,"Hipaa compliance Platforms, Cloud Infrastructure Services","HIPAA COMPLIANCE, DIGITAL HEALTH RECORDS, HL7",20,12,2026-05-16T19:22:45.512642+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",West Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, DIGITAL HEALTH RECORDS, CLINICAL DATA",26,27,2026-05-16T19:22:45.512693+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, TELEHEALTH ADMIN, EPIC SYSTEMS",26,15,2026-05-16T19:22:45.512733+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Hl7 Platforms, Cloud Infrastructure Services","HL7, PATIENT CARE ANALYTICS, HIPAA COMPLIANCE",24,15,2026-05-16T19:22:45.512775+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",North East Michigan,"Digital health records Platforms, Cloud Infrastructure Services","DIGITAL HEALTH RECORDS, TELEHEALTH ADMIN, FHIR API",26,28,2026-05-16T19:22:45.512992+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Upper Peninsula,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, FHIR API, PATIENT CARE ANALYTICS",20,26,2026-05-16T19:22:45.513078+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Southeast Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, HL7, CLINICAL DATA",24,23,2026-05-16T19:22:45.513125+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",North East Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, EPIC SYSTEMS, DIGITAL HEALTH RECORDS",34,12,2026-05-16T19:22:45.513173+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",Northwest Michigan,"Fhir api Platforms, Cloud Infrastructure Services","FHIR API, CLINICAL DATA, EPIC SYSTEMS",33,18,2026-05-16T19:22:45.513222+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",East Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, EPIC SYSTEMS, HL7",33,18,2026-05-16T19:22:45.513268+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Senior Epic Systems Clinical Analyst,"Michigan, USA",East Michigan,"Telehealth admin Platforms, Cloud Infrastructure Services","TELEHEALTH ADMIN, FHIR API, CLINICAL DATA",30,17,2026-05-16T19:22:45.513309+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),Healthcare Technology & Life Sciences,Lead Epic Systems Clinical Analyst Architect,"Michigan, USA",Southeast Michigan,"Epic systems Platforms, Cloud Infrastructure Services","EPIC SYSTEMS, FHIR API, PATIENT CARE ANALYTICS",26,25,2026-05-16T19:22:45.513353+00:00
