Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'BigQuery', 'CI/CD', 'Spark']",31,12,2026-05-16T19:13:21.260965+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['CI/CD', 'GCP', 'Pyspark', 'Python']",18,14,2026-05-16T19:13:21.260972+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['BigQuery', 'CI/CD', 'GCP', 'Terraform']",19,15,2026-05-16T19:13:21.260988+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",Southeast Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'Airflow', 'Python', 'Terraform']",19,16,2026-05-16T19:13:21.260997+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'BigQuery', 'ETL', 'Vertex AI']",21,10,2026-05-16T19:13:21.261005+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'ETL', 'Spark', 'Terraform']",32,28,2026-05-16T19:13:21.261012+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Airflow', 'Docker', 'Terraform']",30,21,2026-05-16T19:13:21.261019+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Northwest Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['CI/CD', 'Docker', 'SQL', 'Spark']",21,16,2026-05-16T19:13:21.261026+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'BigQuery', 'Databricks', 'Spark']",23,20,2026-05-16T19:13:21.261034+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Databricks', 'Docker', 'Pyspark', 'Spark']",33,17,2026-05-16T19:13:21.261041+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['Databricks', 'Docker', 'Kubernetes', 'Python']",30,21,2026-05-16T19:13:21.261048+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Databricks', 'ETL', 'GCP', 'Vertex AI']",34,16,2026-05-16T19:13:21.261055+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",South Central Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Databricks', 'Kubernetes', 'Terraform']",34,11,2026-05-16T19:13:21.261062+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Northwest Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Airflow', 'Python', 'Spark']",28,14,2026-05-16T19:13:21.261069+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Northwest Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['ETL', 'Python', 'Terraform', 'Vertex AI']",26,28,2026-05-16T19:13:21.261076+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",South Central Michigan,"GCP, PySpark, Databricks Infrastructure","['Kubernetes', 'Pyspark', 'Spark', 'Vertex AI']",29,13,2026-05-16T19:13:21.261090+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Southeast Michigan,"Vertex AI, MLOps Pipelines & Terraform","['CI/CD', 'GCP', 'Pyspark', 'Spark']",23,26,2026-05-16T19:13:21.261099+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Pyspark', 'SQL', 'Snowflake', 'Terraform']",34,28,2026-05-16T19:13:21.261106+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Northwest Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'BigQuery', 'CI/CD', 'Pyspark']",27,8,2026-05-16T19:13:21.261114+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'BigQuery', 'CI/CD', 'ETL']",25,21,2026-05-16T19:13:21.261121+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",South Central Michigan,"GCP, PySpark, Databricks Infrastructure","['Docker', 'GCP', 'Snowflake', 'Terraform']",26,15,2026-05-16T19:13:21.261128+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['BigQuery', 'CI/CD', 'Kubernetes', 'SQL']",26,19,2026-05-16T19:13:21.261135+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['ETL', 'Kubernetes', 'Python', 'Snowflake']",18,8,2026-05-16T19:13:21.261142+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'CI/CD', 'Pyspark', 'SQL']",15,18,2026-05-16T19:13:21.261149+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'Databricks', 'ETL', 'SQL']",33,18,2026-05-16T19:13:21.261156+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",West Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'BigQuery', 'Kubernetes', 'Vertex AI']",17,20,2026-05-16T19:13:21.261163+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Pyspark', 'Python', 'Snowflake', 'Terraform']",21,24,2026-05-16T19:13:21.261169+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['BigQuery', 'CI/CD', 'Databricks', 'Vertex AI']",32,16,2026-05-16T19:13:21.261184+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Upper Peninsula,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'GCP', 'SQL', 'Snowflake']",17,26,2026-05-16T19:13:21.261193+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Upper Peninsula,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'BigQuery', 'ETL', 'GCP']",28,18,2026-05-16T19:13:21.261208+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",South Central Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['ETL', 'GCP', 'Pyspark', 'Spark']",21,14,2026-05-16T19:13:21.261216+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'Docker', 'Python', 'Spark']",30,9,2026-05-16T19:13:21.261224+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Docker', 'ETL', 'Python', 'Vertex AI']",18,11,2026-05-16T19:13:21.261231+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Docker', 'Snowflake', 'Terraform']",34,18,2026-05-16T19:13:21.261238+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Northwest Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Docker', 'GCP', 'Python', 'Terraform']",22,26,2026-05-16T19:13:21.261244+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'CI/CD', 'Databricks', 'Python']",15,28,2026-05-16T19:13:21.261251+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",South Central Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'CI/CD', 'Snowflake', 'Spark']",15,22,2026-05-16T19:13:21.261258+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['BigQuery', 'Docker', 'Pyspark', 'Snowflake']",27,9,2026-05-16T19:13:21.261266+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Northwest Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'CI/CD', 'Pyspark', 'SQL']",16,18,2026-05-16T19:13:21.261273+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['BigQuery', 'CI/CD', 'Docker', 'Python']",17,23,2026-05-16T19:13:21.261280+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['ETL', 'Pyspark', 'SQL', 'Terraform']",24,16,2026-05-16T19:13:21.261287+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Databricks', 'GCP', 'SQL', 'Vertex AI']",27,10,2026-05-16T19:13:21.261294+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Northwest Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'Pyspark', 'Python', 'SQL']",30,27,2026-05-16T19:13:21.261309+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Docker', 'Kubernetes', 'Spark', 'Terraform']",24,22,2026-05-16T19:13:21.261318+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",North East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'Docker', 'Kubernetes', 'Pyspark']",18,19,2026-05-16T19:13:21.261325+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Infrastructure","['GCP', 'Pyspark', 'Python', 'Snowflake']",15,15,2026-05-16T19:13:21.261332+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Docker', 'ETL', 'Snowflake']",19,11,2026-05-16T19:13:21.261339+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['BigQuery', 'Pyspark', 'Terraform', 'Vertex AI']",28,15,2026-05-16T19:13:21.261347+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Pyspark', 'SQL', 'Snowflake']",21,19,2026-05-16T19:13:21.261354+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",South Central Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'GCP', 'Pyspark', 'Terraform']",15,9,2026-05-16T19:13:21.261361+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['SQL', 'Spark', 'Terraform', 'Vertex AI']",18,9,2026-05-16T19:13:21.261368+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'BigQuery', 'Kubernetes', 'Spark']",23,18,2026-05-16T19:13:21.261374+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",Upper Peninsula,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'ETL', 'Python', 'SQL']",27,16,2026-05-16T19:13:21.261381+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'ETL', 'GCP', 'Pyspark']",19,26,2026-05-16T19:13:21.261388+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Infrastructure","['Databricks', 'Pyspark', 'Terraform', 'Vertex AI']",19,18,2026-05-16T19:13:21.261395+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",South Central Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Airflow', 'Spark', 'Vertex AI']",33,21,2026-05-16T19:13:21.261410+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Upper Peninsula,AWS Cloud Architecture & Snowflake Data Platform,"['CI/CD', 'Databricks', 'Kubernetes', 'Vertex AI']",18,24,2026-05-16T19:13:21.261419+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Docker', 'Pyspark', 'Spark']",33,23,2026-05-16T19:13:21.261427+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Upper Peninsula,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'Pyspark', 'Python', 'Terraform']",23,18,2026-05-16T19:13:21.261434+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",South Central Michigan,"Vertex AI, MLOps Pipelines & Terraform","['CI/CD', 'Databricks', 'Python', 'Terraform']",30,15,2026-05-16T19:13:21.261441+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Southeast Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Databricks', 'Kubernetes', 'Pyspark', 'Terraform']",24,10,2026-05-16T19:13:21.261447+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['GCP', 'Python', 'Spark', 'Terraform']",22,28,2026-05-16T19:13:21.261454+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['BigQuery', 'CI/CD', 'Docker', 'Spark']",17,10,2026-05-16T19:13:21.261469+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",North East Michigan,"GCP, PySpark, Databricks Infrastructure","['Databricks', 'Docker', 'ETL', 'Vertex AI']",21,8,2026-05-16T19:13:21.261478+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['BigQuery', 'CI/CD', 'Pyspark', 'Snowflake']",29,20,2026-05-16T19:13:21.261485+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['BigQuery', 'CI/CD', 'Docker', 'SQL']",18,18,2026-05-16T19:13:21.261492+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",West Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'BigQuery', 'Python', 'Terraform']",31,24,2026-05-16T19:13:21.261499+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",South Central Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'BigQuery', 'Kubernetes', 'Snowflake']",24,22,2026-05-16T19:13:21.261506+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'Kubernetes', 'SQL', 'Terraform']",31,11,2026-05-16T19:13:21.261531+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'CI/CD', 'Docker', 'Pyspark']",26,20,2026-05-16T19:13:21.261540+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",North East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'Databricks', 'ETL', 'Spark']",31,14,2026-05-16T19:13:21.261555+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",South Central Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'BigQuery', 'Python', 'Spark']",21,10,2026-05-16T19:13:21.261563+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Airflow', 'CI/CD', 'ETL']",20,17,2026-05-16T19:13:21.261571+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",South Central Michigan,"Vertex AI, MLOps Pipelines & Terraform","['AWS', 'Docker', 'SQL', 'Terraform']",35,11,2026-05-16T19:13:21.261578+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Airflow', 'Pyspark', 'Python']",18,11,2026-05-16T19:13:21.261585+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'ETL', 'Pyspark', 'SQL']",29,13,2026-05-16T19:13:21.261592+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Airflow', 'GCP', 'Python']",30,24,2026-05-16T19:13:21.261599+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Kubernetes', 'Snowflake', 'Terraform', 'Vertex AI']",23,11,2026-05-16T19:13:21.261606+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Northwest Michigan,"GCP, PySpark, Databricks Infrastructure","['Airflow', 'CI/CD', 'Docker', 'Kubernetes']",26,21,2026-05-16T19:13:21.261613+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'Kubernetes', 'Pyspark', 'Spark']",27,24,2026-05-16T19:13:21.261619+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",North East Michigan,"Vertex AI, MLOps Pipelines & Terraform","['BigQuery', 'GCP', 'Spark', 'Terraform']",25,9,2026-05-16T19:13:21.261626+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['AWS', 'Databricks', 'SQL', 'Spark']",26,11,2026-05-16T19:13:21.261633+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Southeast Michigan,"Vertex AI, MLOps Pipelines & Terraform","['GCP', 'SQL', 'Snowflake', 'Spark']",27,21,2026-05-16T19:13:21.261647+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cloud Solutions Architect,"Michigan, USA",West Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Airflow', 'BigQuery', 'Pyspark', 'Vertex AI']",21,20,2026-05-16T19:13:21.261656+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",West Michigan,"Vertex AI, MLOps Pipelines & Terraform","['Airflow', 'ETL', 'Snowflake', 'Spark']",23,24,2026-05-16T19:13:21.261664+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",Northwest Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['Docker', 'ETL', 'GCP', 'Snowflake']",31,21,2026-05-16T19:13:21.261671+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Southeast Michigan,"Vertex AI, MLOps Pipelines & Terraform","['CI/CD', 'ETL', 'GCP', 'Snowflake']",16,28,2026-05-16T19:13:21.261678+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Data Engineer,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'Databricks', 'Kubernetes', 'Pyspark']",22,11,2026-05-16T19:13:21.261685+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",Southeast Michigan,"GCP, PySpark, Databricks Infrastructure","['CI/CD', 'Docker', 'Pyspark', 'Spark']",33,16,2026-05-16T19:13:21.261692+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['AWS', 'Databricks', 'Pyspark', 'SQL']",32,11,2026-05-16T19:13:21.261699+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",MLOps Engineer,"Michigan, USA",East Michigan,"GCP, PySpark, Databricks Infrastructure","['ETL', 'GCP', 'Pyspark', 'Snowflake']",34,20,2026-05-16T19:13:21.261706+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",North East Michigan,AWS Cloud Architecture & Snowflake Data Platform,"['CI/CD', 'Databricks', 'Spark', 'Terraform']",18,15,2026-05-16T19:13:21.261713+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Upper Peninsula,"Vertex AI, MLOps Pipelines & Terraform","['Pyspark', 'Python', 'Snowflake', 'Spark']",23,23,2026-05-16T19:13:21.261720+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Cybersecurity Analyst,"Michigan, USA",West Michigan,"GCP, PySpark, Databricks Infrastructure","['Databricks', 'Python', 'Snowflake', 'Vertex AI']",21,19,2026-05-16T19:13:21.261727+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",AI Integration Specialist,"Michigan, USA",Upper Peninsula,AWS Cloud Architecture & Snowflake Data Platform,"['BigQuery', 'GCP', 'Kubernetes', 'Vertex AI']",34,17,2026-05-16T19:13:21.261734+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"Tech, Data & Enterprise IT Services",Enterprise Database Administrator,"Michigan, USA",Upper Peninsula,"GCP, PySpark, Databricks Infrastructure","['GCP', 'Pyspark', 'Python', 'Terraform']",18,13,2026-05-16T19:13:21.261747+00:00
